optimizer,train_loss,val_loss,val_accuracy,val_precisions,batch_size
adam,1.5825764453411102,1.5925062325795492,87.35833333333333,0.8781164015554237,32
adam,1.5741242112318674,1.577685218811035,88.84166666666667,0.8925065394341566,32
adam,1.583485179424286,1.5816605812708535,88.44166666666666,0.8907451886019716,32
adam,1.5844654465516408,1.5939843956629436,87.3,0.8784370303655477,32
adam,1.5826780660947164,1.600066002845764,86.71666666666667,0.8808358518878542,32
adamw,1.5633021555741629,1.5689836279551188,89.16666666666667,0.894500569436224,32
adamw,1.5554356569449106,1.5614418398539225,89.90833333333333,0.9023711100814936,32
adamw,1.5656630128224691,1.5670343468983967,89.36666666666666,0.9008018919990306,32
adamw,1.557177988131841,1.5654251861572266,89.6,0.9029019063269396,32
adamw,1.559947454690933,1.5691605186462405,89.16666666666667,0.8961856708355203,32
rmsprop,1.6190532177289327,1.6128276255925496,86.09166666666667,0.8657044497903235,32
rmsprop,1.597325673977534,1.595076226870219,87.64166666666667,0.8814551499230285,32
rmsprop,1.5942636597156523,1.5894968907038372,88.225,0.8922171584132575,32
rmsprop,1.6001439379056297,1.599894877433777,87.41666666666667,0.8790127204071609,32
rmsprop,1.5993151981830598,1.607494657834371,86.58333333333333,0.8760204387683764,32
sam,1.645679873943329,1.6504532814025878,81.85,0.824980220433733,32
sam,1.640817188580831,1.6354575265248616,83.525,0.8387909906910542,32
sam,1.64135964290301,1.6351262464523315,83.425,0.8393282044483316,32
sam,1.643610160271327,1.6429990015029907,82.63333333333334,0.8348163761436227,32
sam,1.6441453348795574,1.647894169807434,82.21666666666667,0.8285726485463469,32
lamb,1.5694411552747092,1.5795076646804809,88.09166666666667,0.885933463660295,32
lamb,1.5660753157138825,1.5797311712900797,88.10833333333333,0.8893078530051799,32
lamb,1.5739159732659658,1.572849143346151,88.825,0.8907828531566482,32
lamb,1.5720368302663168,1.585090819676717,87.525,0.8895422818357543,32
lamb,1.5634377086162567,1.5732342443466187,88.75,0.8928663116076665,32
novograd,1.6588807334105171,1.6683112621307372,81.85,0.8332022908237111,32
novograd,1.6465494178930915,1.6410271097819011,84.85,0.8551826365704889,32
novograd,1.6616832910378774,1.6597539672851562,82.58333333333333,0.8391582591104825,32
novograd,1.72524973098437,1.7409216734568278,73.65833333333333,0.6870015822832349,32
novograd,1.6620352549552917,1.6643232940038046,82.00833333333334,0.8258409437529984,32
adopt,1.5926946628093719,1.591989622116089,87.41666666666667,0.8807794964982021,32
adopt,1.5899068505764007,1.589208872159322,87.7,0.8831079077263378,32
adopt,1.5998920702139536,1.5993719285329182,86.69166666666666,0.8738058417829999,32
adopt,1.5963501233259836,1.5964727993011474,87.1,0.8778766612120108,32
adopt,1.5904690438906353,1.5925768537521363,87.34166666666667,0.8867538345716067,32
